city,date,direction,district,floors,front_road,id,length,price,property_legal_document,rooms,size,type_adv,type_real_estate,ward,width
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,4m,9290297,19m," 5,5 tỷ ",---,2, 80 m,Cần bán,Nhà trong hẻm,Phường Hiệp Tân,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 3,6,4m,8831801,8m," 8,2 tỷ ",Sổ hồng/ Sổ đỏ,5, 32 m,Cần bán,Nhà trong hẻm,Phường 13,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,6m,9290230,26m," 8,3 tỷ ",---,5, 104 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,8m,9284744,18m," 10,5 tỷ ",---,6, 106 m,Cần bán,Nhà trong hẻm,Phường Phú Thạnh,9m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,5m,9271704,16m," 11,5 tỷ ",---,23, 132 m,Cần bán,"Phòng trọ, nhà trọ",Phường Phú Thạnh,"8,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,1,4m,9229767,21m," 5,8 tỷ ",---,2, 86 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,"4,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,1,4m,9229754,20m, 14 tỷ ,---,1, 250 m,Cần bán,"Đất thổ cư, đất ở",Phường Tây Thạnh,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,8m,9253526,"19,5m"," 5,9 tỷ ",---,3, 80 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,5,6m,9289895,"12,5m"," 6,75 tỷ ",---,5, 50 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,8m,8138942,---," 3,05 tỷ ",Sổ hồng/ Sổ đỏ,5, 52 m,Cần bán,Nhà mặt tiền,Phường Bình Hưng Hòa B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,8m,9284336,19m," 9,8 tỷ ",---,4, 80 m,Cần bán,Nhà trong hẻm,Phường Hiệp Tân,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,13m,9229902,19m, 16 tỷ ,---,5, 155 m,Cần bán,Nhà mặt tiền,Phường Phú Thạnh,"8,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,6m,9232793,20m," 9,6 tỷ ",---,5, 80 m,Cần bán,Nhà trong hẻm,Phường Tân Quý,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Huyện Nhà Bè,3,8m,8523432,15m," 6,6 tỷ ",Sổ hồng/ Sổ đỏ,4, 80 m,Cần bán,Nhà mặt tiền,Thị trấn Nhà Bè,"5,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 5,7,16m,5746293,15m," 51,8 tỷ ",Sổ hồng/ Sổ đỏ,15, 100 m,Cần bán,Nhà mặt tiền,Phường 2,"7,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Huyện Nhà Bè,3,7m,9175738,"11,5m"," 5,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 90 m,Cần bán,"Biệt thự, nhà liền kề",Xã Nhơn Đức,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Huyện Nhà Bè,3,8m,8523145,"14,5m"," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 80 m,Cần bán,Nhà mặt tiền,Thị trấn Nhà Bè,"5,6m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,7m,5898793,---," 3,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 64 m,Cần bán,Nhà trong hẻm,Phường Bình Hưng Hòa B,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,9,16m,9268886,8m," 1,9 tỷ ",Sổ hồng/ Sổ đỏ,2, 57 m,Cần bán,Căn hộ chung cư,Phường 15,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 5,5,6m,9280802,17m, 13 tỷ ,Sổ hồng/ Sổ đỏ,7, 70 m,Cần bán,Nhà trong hẻm,Phường 6,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 6,7,16m,9237321,18m," 16,5 tỷ ",Sổ hồng/ Sổ đỏ,6, 72 m,Cần bán,Nhà mặt tiền,Phường 11,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,2,5m,9308125,9m," 4,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường 10,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,3,30m,8476943,16m, 30 tỷ ,Sổ hồng/ Sổ đỏ,6, 64 m,Cần bán,Nhà mặt tiền,Phường Tân Định,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,6m,9290261,20m, 7 tỷ ,---,5, 160 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,9m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 8,1,5m,9243850,15m," 3,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 60 m,Cần bán,Nhà trong hẻm,Phường 4,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Huyện Nhà Bè,3,6m,8371986,"7,5m"," 1,75 tỷ ",Sổ hồng/ Sổ đỏ,2, 26 m,Cần bán,Nhà trong hẻm,Xã Phú Xuân,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 10,5,12m,9263146,29m, 135 tỷ ,Sổ hồng/ Sổ đỏ,6, 350 m,Cần bán,Nhà mặt tiền,Phường 12,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,10m,6802817,18m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,1, 240 m,Cần bán,Nhà mặt tiền,Phường 14,"4,25m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 10,4,16m,9247419,29m," 16,8 tỷ ",Sổ hồng/ Sổ đỏ,5, 100 m,Cần bán,Nhà mặt tiền,Phường 14,"3,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,5m,9229865,"10,2m"," 4,35 tỷ ",---,2, 43 m,Cần bán,Nhà trong hẻm,Phường Sơn Kỳ,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,6m,6539750,200m, 35 tỷ ,---,5, 550 m,Cần bán,Nhà trong hẻm,Phường 6,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Bình Chánh,3,8mm,9300796,16m," 9,3 tỷ ",Sổ hồng/ Sổ đỏ,4, 100 m,Cần bán,Nhà mặt tiền,Xã Bình Hưng,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Nam,Quận 7,3,8m,9301301,13m," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 50 m,Cần bán,"Biệt thự, nhà liền kề",Phường Phú Mỹ,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,1,7m,7306018,22m," 6,25 tỷ ",Sổ hồng/ Sổ đỏ,2, 160 m,Cần bán,Nhà trong hẻm,Phường 6,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,7m,7288698,25m, 31 tỷ ,Sổ hồng/ Sổ đỏ,5, 500 m,Cần bán,Nhà trong hẻm,Phường 5,15m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Nhà Bè,2,6m,9175702,8m," 2,55 tỷ ",Sổ hồng/ Sổ đỏ,4, 24 m,Cần bán,Nhà trong hẻm,Thị trấn Nhà Bè,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,6m,7131696,18m," 5,8 tỷ ",Sổ hồng/ Sổ đỏ,3, 75 m,Cần bán,Nhà trong hẻm,Phường 17,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,6m,7131468,16m, 7 tỷ ,Sổ hồng/ Sổ đỏ,5, 55 m,Cần bán,Nhà trong hẻm,Phường 8,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,7m,6525398,20m, 9 tỷ ,---,5, 120 m,Cần bán,Nhà trong hẻm,Phường 17,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,3,3m,9295470,8m," 4,15 tỷ ",Sổ hồng/ Sổ đỏ,3, 30 m,Cần bán,Nhà trong hẻm,Phường 4,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,7m,6371345,22m," 6,1 tỷ ",Sổ hồng/ Sổ đỏ,4, 90 m,Cần bán,Nhà trong hẻm,Phường 14,"4,2m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,7m,7243329,18m," 5,4 tỷ ",Sổ hồng/ Sổ đỏ,5, 80 m,Cần bán,Nhà trong hẻm,Phường 9,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,10m,6274162,18m," 9,2 tỷ ",---,5, 70 m,Cần bán,Nhà trong hẻm,Phường 17,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,6,10m,6276266,20m, 25 tỷ ,---,30, 160 m,Cần bán,Nhà mặt tiền,Phường 6,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,7m,6368267,20m," 4,1 tỷ ",Sổ hồng/ Sổ đỏ,4, 88 m,Cần bán,Nhà trong hẻm,Phường 17,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,5,7m,6272494,20m," 9,95 tỷ ",Sổ hồng/ Sổ đỏ,12, 100 m,Cần bán,Nhà trong hẻm,Phường 6,"5,6m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,8m,9076794,11m," 6,7 tỷ ",Sổ hồng/ Sổ đỏ,3, 58 m,Cần bán,Nhà mặt tiền,Phường Tân Thới Hòa,"5,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,6m,9306787,21m, 8 tỷ ,Sổ hồng/ Sổ đỏ,5, 110 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,3,5m,7217938,23m, 5 tỷ ,---,3, 80 m,Cần bán,Nhà trong hẻm,Phường 17,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,5m,9082196,"12,5m", 4 tỷ ,Sổ hồng/ Sổ đỏ,3, 50 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,8m,9010440,"23,5m", 10 tỷ ,Sổ hồng/ Sổ đỏ,4, 95 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,"4,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,4,5m,9082330,19m," 5,9 tỷ ",Sổ hồng/ Sổ đỏ,4, 77 m,Cần bán,Nhà mặt tiền,Phường Phú Trung,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,5m,9086303,"19,2m"," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 79 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,"4,1m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,5m,9086688,16m," 6,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 82 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 10,2,16m,9240000,23m, 21 tỷ ,Sổ hồng/ Sổ đỏ,3, 92 m,Cần bán,Nhà mặt tiền,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,3,6m,9123063,15m," 7,65 tỷ ",Sổ hồng/ Sổ đỏ,4, 180 m,Cần bán,Nhà trong hẻm,Phường 15,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,6m,9095916,13m," 5,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,---,7m,6525281,18m, 18 tỷ ,Sổ hồng/ Sổ đỏ,---, 340 m,Cần bán,"Đất thổ cư, đất ở",Phường 8,20m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Quận Gò Vấp,5,12m,6368194,22m, 11 tỷ ,Sổ hồng/ Sổ đỏ,5, 100 m,Cần bán,Nhà mặt tiền,Phường 5,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,"3,5m",9051332,9m," 6,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 54 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,6m,7089125,25m," 5,05 tỷ ",Sổ hồng/ Sổ đỏ,4, 92 m,Cần bán,Nhà trong hẻm,Phường 9,"3,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,5,6m,6301866,15m," 5,9 tỷ ",---,4, 80 m,Cần bán,Nhà trong hẻm,Phường 9,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Bắc,Thành phố Thủ Đức,---,12m,9236280,"17,5m"," 16,5 tỷ ",Sổ hồng/ Sổ đỏ,---, 123 m,Cần bán,"Đất thổ cư, đất ở",Phường Hiệp Bình Chánh,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,15m,9062381,20m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 100 m,Cần bán,Nhà mặt tiền,Phường 15,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,1,6m,9234952,7m," 9,3 tỷ ",Sổ hồng/ Sổ đỏ,2, 50 m,Cần bán,Nhà mặt tiền,Phường 15,"7,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận 7,6,30m,8549180,18m, 55 tỷ ,Sổ hồng/ Sổ đỏ,6, 112 m,Cần bán,Nhà mặt tiền,Phường Tân Phong,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 7,---,10m,8570617,14m," 9,6 tỷ ",Sổ hồng/ Sổ đỏ,---, 60 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Kiểng,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,6m,9095788,15m," 5,6 tỷ ",Sổ hồng/ Sổ đỏ,3, 60 m,Cần bán,Nhà trong hẻm,Phường Tân Thới Hòa,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,8m,9100642,12m, 7 tỷ ,Sổ hồng/ Sổ đỏ,3, 62 m,Cần bán,Nhà mặt tiền,Phường Phú Thọ Hòa,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 7,---,6m,8557163,22m," 9,8 tỷ ",Sổ hồng/ Sổ đỏ,---, 110 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Thuận,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây,Quận 7,2,6m,8587629,12m," 7,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 50 m,Cần bán,Nhà trong hẻm,Phường Tân Quy,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,10m,8845731,21m," 10,8 tỷ ",Sổ hồng/ Sổ đỏ,8, 100 m,Cần bán,Nhà mặt tiền,Phường Tân Quý,"4,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,3,5m,9101849,14m," 4,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 52 m,Cần bán,Nhà trong hẻm,Phường Hòa Thạnh,"3,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 7,---,15m,8634494,20m," 24,4 tỷ ",Sổ hồng/ Sổ đỏ,---, 162 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Quy,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Nam,Quận 7,1,35m,6567581,22m, 18 tỷ ,Sổ hồng/ Sổ đỏ,3, 76 m,Cần bán,Nhà mặt tiền,Phường Tân Phú,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,1,4m,8919286,"15,5m", 5 tỷ ,Sổ hồng/ Sổ đỏ,3, 62 m,Cần bán,Nhà trong hẻm,Phường Tây Thạnh,"4,03m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,20m,8002134,15m," 13,5 tỷ ",Sổ hồng/ Sổ đỏ,6, 80 m,Cần bán,Nhà mặt tiền,Phường Tân Định,7m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,4,6m,6302046,17m," 5,9 tỷ ",---,4, 80 m,Cần bán,Nhà mặt tiền,Phường 16,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận 7,2,15m,8634497,20m, 29 tỷ ,Sổ hồng/ Sổ đỏ,5, 198 m,Cần bán,Nhà mặt tiền,Phường Tân Quy,10m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,6,6m,7972775,10m, 37 tỷ ,Sổ hồng/ Sổ đỏ,8, 400 m,Cần bán,Nhà trong hẻm,Phường Bến Nghé,10m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,24m,7993499,15m," 33,5 tỷ ",Sổ hồng/ Sổ đỏ,6, 70 m,Cần bán,Nhà mặt tiền,Phường Bến Thành,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Phú,2,6m,9114804,16m," 5,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 72 m,Cần bán,Nhà trong hẻm,Phường Phú Thọ Hòa,8m
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận 7,3,16m,8041107,16m, 36 tỷ ,Sổ hồng/ Sổ đỏ,5, 236 m,Cần bán,"Biệt thự, nhà liền kề",Phường Tân Phong,15m
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 7,---,10m,5975253,39m, 38 tỷ ,Sổ hồng/ Sổ đỏ,---, 454 m,Cần bán,"Đất thổ cư, đất ở",Phường Bình Thuận,14m
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông Bắc,Quận 7,---,12m,8565834,20m, 17 tỷ ,Sổ hồng/ Sổ đỏ,---, 88 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Phong,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,4,10m,9215349,15m," 14,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 130 m,Cần bán,Nhà trong hẻm,Phường 17,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,3,10m,9198975,20m, 23 tỷ ,Sổ hồng/ Sổ đỏ,3, 130 m,Cần bán,Nhà trong hẻm,Phường 14,"6,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Tân Bình,4,5m,8463246,"10,5m"," 5,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 42 m,Cần bán,Nhà trong hẻm,Phường 15,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,40m,9215266,28m, 36 tỷ ,Sổ hồng/ Sổ đỏ,5, 130 m,Cần bán,Nhà mặt tiền,Phường Tân Định,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,3,30m,9147540,25m, 32 tỷ ,Sổ hồng/ Sổ đỏ,3, 90 m,Cần bán,Nhà mặt tiền,Phường Tân Định,"4,3m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 7,---,10m,8580941,18m, 21 tỷ ,Sổ hồng/ Sổ đỏ,---, 153 m,Cần bán,"Đất thổ cư, đất ở",Phường Tân Quy,"8,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,2,10m,9198958,20m," 22,5 tỷ ",Sổ hồng/ Sổ đỏ,2, 120 m,Cần bán,Nhà trong hẻm,Phường 13,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,5,30m,9130986,16m," 19,5 tỷ ",Sổ hồng/ Sổ đỏ,5, 50 m,Cần bán,Nhà mặt tiền,Phường 4,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,20m,9193496,---, 57 tỷ ,---,---, 75 m,Cần bán,Nhà mặt tiền,Phường Bến Thành,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,9,20m,9213899,---, 66 tỷ ,---,---, 115 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Cư Trinh,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,3,5m,9214044,---, 29 tỷ ,---,---, 120 m,Cần bán,Nhà trong hẻm,Phường 6,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Tây Nam,Quận 7,2,15m,8609290,22m, 20 tỷ ,Sổ hồng/ Sổ đỏ,5, 132 m,Cần bán,Nhà mặt tiền,Phường Tân Phong,6m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,4,40m,4744772,10m, 14 tỷ ,Sổ hồng/ Sổ đỏ,5, 40 m,Cần bán,Nhà mặt tiền,Phường 2,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,10m,9206207,---, 52 tỷ ,---,---, 136 m,Cần bán,Nhà trong hẻm,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,20m,9206516,---, 47 tỷ ,---,---, 146 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 10,6,6m,9214163,---, 38 tỷ ,---,---, 195 m,Cần bán,Nhà trong hẻm,Phường 14,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,4,50m,9144104,8m," 12,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 35 m,Cần bán,Nhà mặt tiền,Phường 3,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,2,2m,9319207,---," 4,4 tỷ ",Sổ hồng/ Sổ đỏ,3, 90 m,Cần bán,Nhà trong hẻm,Phường 7,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,6,20m,9207933,---, 39 tỷ ,---,---, 82 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,---,20m,9198898,---," 39,5 tỷ ",---,---, 112 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,3,10m,9206070,---, 20 tỷ ,---,---, 58 m,Cần bán,Nhà mặt tiền,Phường Tân Định,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 3,9,15m,7139484,25m, 90 tỷ ,Sổ hồng/ Sổ đỏ,50, 3.000 m,Cần bán,Nhà mặt tiền,Phường 7,12m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Bình Chánh,1,10m,8502974,20m," 1,2 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà mặt tiền,Xã An Phú Tây,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Bình Chánh,1,10m,8503763,20m," 1,1 tỷ ",Sổ hồng/ Sổ đỏ,3, 100 m,Cần bán,Nhà mặt tiền,Xã An Phú Tây,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,4,30m,9147523,28m, 38 tỷ ,Sổ hồng/ Sổ đỏ,5, 90 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,"4,5m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Phú Nhuận,3,10m,9228314,---," 25,5 tỷ ",---,---, 56 m,Cần bán,Nhà mặt tiền,Phường 2,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Huyện Bình Chánh,2,10m,8503161,16m," 1,5 tỷ ",Sổ hồng/ Sổ đỏ,3, 80 m,Cần bán,Nhà mặt tiền,Xã An Phú Tây,5m
Hồ Chí Minh,Ngày đăng: Hôm nay,Nam,Quận Bình Thạnh,3,"3,5m",6048828,"19,16m", 5 tỷ ,Sổ hồng/ Sổ đỏ,5, 135 m,Cần bán,Nhà trong hẻm,Phường 12,"2,7m"
Hồ Chí Minh,Ngày đăng: Hôm nay,Đông,Quận Gò Vấp,4,20m,6172993,"15,12m", 16 tỷ ,Sổ hồng/ Sổ đỏ,4, 225 m,Cần bán,Nhà trong hẻm,Phường 11,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Gò Vấp,2,3m,9222218,"10,2m"," 2,85 tỷ ",---,2, 31 m,Cần bán,Nhà trong hẻm,Phường 14,3m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,3,0m,9204968,13m," 4,6 tỷ ",Sổ hồng/ Sổ đỏ,2, 52 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,2,0m,9208078,23m," 5,9 tỷ ",Sổ hồng/ Sổ đỏ,3, 92 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,5,13m,8019623,---, 32 tỷ ,Sổ hồng/ Sổ đỏ,5, 60 m,Cần bán,Nhà mặt tiền,Phường Nguyễn Thái Bình,---
Hồ Chí Minh,Ngày đăng: Hôm nay,Bắc,Quận 10,2,"2,5m",5981452,"4,61m"," 2,82 tỷ ",Sổ hồng/ Sổ đỏ,2, 27 m,Cần bán,Nhà trong hẻm,Phường 12,"2,97m"
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,0m,9213309,20m," 6,5 tỷ ",Sổ hồng/ Sổ đỏ,4, 80 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Tân,4,0m,9204124,17m," 6,4 tỷ ",Sổ hồng/ Sổ đỏ,4, 68 m,Cần bán,Nhà trong hẻm,Phường Bình Trị Đông A,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,4,4m,9180456,---," 4,2 tỷ ",Sổ hồng/ Sổ đỏ,4, 35 m,Cần bán,Nhà trong hẻm,Phường 2,4m
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận 1,9,12m,8269914,---, 120 tỷ ,Sổ hồng/ Sổ đỏ,18, 345 m,Cần bán,Nhà mặt tiền,Phường Đa Kao,---
Hồ Chí Minh,Ngày đăng: Hôm nay,_,Quận Bình Thạnh,4,4m,9181104,---," 3,7 tỷ ",Sổ hồng/ Sổ đỏ,4, 30 m,Cần bán,Nhà trong hẻm,Phường 2,4m
